"province","drain_basin","river_section","time","quality_type","temperature","pH","oxygen","conductivity","turbidity_ntu","permanganate_index","ammonia_nitrogen","total_phosphate","total_nitrogen","chl_a","algae_density","site_state"
"江苏省","淮河流域","大屈","2020-12-21 08:00:00","Ⅲ",7.6,7.65,13.93,1036.6,21,5.32,0.12,0.052,"3.17",,,"正常"
"浙江省","浙闽片河流","街口(鸠坑口)","2020-12-21 08:00:00","Ⅱ",15,7.15,7.46,167.8,10.6,1.51,0.003,0.021,"1.13",,,"正常"
"浙江省","太湖流域","斜路港",,,,,,,,,,,,,,"维护"
"浙江省","太湖流域","王江泾","2020-12-21 08:00:00","Ⅲ",8.7,7.06,9.02,613.6,69.6,5.24,0.791,0.07,"2.28",,,"正常"
"浙江省","太湖流域","新港口(新塘港)","2020-12-21 08:00:00","Ⅲ",6.1,8.57,11.96,422.6,211,4.65,0.193,0.138,"2.78",0.043,,"正常"
"安徽省","巢湖流域","湖滨(老)","2020-12-21 08:00:00","Ⅳ",7.2,6.82,11.55,274.5,88.3,4.14,0.38,0.088,"2.56",0.031,,"正常"
"安徽省","巢湖流域","裕溪口(老)","2020-12-21 08:00:00","Ⅴ",8.6,7.59,10.19,238.2,97.1,2.29,0.08,0.109,"3.17",0.011,,"正常"
"安徽省","淮河流域","蚌埠闸上(蚌埠闸)","2020-12-21 08:00:00","Ⅲ",9,8.08,12.05,524.3,43.8,4.26,0.151,0.092,"1.97",,,"正常"
"安徽省","淮河流域","石头埠(老)","2020-12-21 08:00:00","Ⅱ",7,7.48,6.43,265.3,31.2,3.79,0.48,,,,,"正常"
"安徽省","淮河流域","小王桥","2020-12-21 08:00:00","Ⅳ",5.2,8.3,11.46,1870.8,27.3,6.46,0.05,0.092,"1.43",,,"正常"
"安徽省","长江流域","皖河口","2020-12-21 08:00:00","Ⅱ",10.8,7.54,8.98,302.9,32.1,1.27,0.1,0.076,"2.49",,,"正常"
"安徽省","淮河流域","小柳巷","2020-12-21 08:00:00","Ⅲ",8.9,7.38,10.42,524.1,98,1.63,0.074,0.133,"2.04",,,"正常"
"安徽省","淮河流域","张大桥",,,,,,,,,,,,,,"停站"
"安徽省","淮河流域","王家坝","2020-12-21 08:00:00","Ⅲ",5.5,7.6,9.84,396,7,4.09,0.602,0.09,"0.41",,,"正常"
"安徽省","淮河流域","界首七渡口(七渡口)","2020-12-21 08:00:00","Ⅲ",7.7,6.56,9.23,904.5,5.7,3.59,0.59,0.096,"5.18",,,"正常"
"安徽省","淮河流域","许庄(徐庄)","2020-12-21 08:00:00","Ⅳ",4,8.2,14.36,1037,229.4,6.33,0.05,0.067,"3.13",,,"正常"
"安徽省","淮河流域","杨庄","2020-12-21 08:00:00","Ⅳ",7.2,7.92,10.38,1034.5,63.6,4.34,1.366,,,,,"正常"
"安徽省","淮河流域","泗县公路桥","2020-12-21 08:00:00","Ⅲ",5.8,8.09,11.72,966.5,8.4,4.4,0.069,,,,,"正常"
"安徽省","淮河流域","颜集","2020-12-21 08:00:00",,15.1,7.51,,1608.3,126,,0.38,,"8.14",,,"维护"
"福建省","浙闽片河流","白岩潭","2020-12-21 08:00:00","Ⅱ",17,7.07,7.21,2292.7,270.8,3.47,0.204,,,,,"正常"
"江西省","长江流域","滁槎","2020-12-21 04:00:00","Ⅲ",11.3,7.46,9.77,168.7,80.8,1.51,0.35,0.12,"1.67",,,"正常"
"江西省","长江流域","姚港(河西水厂)","2020-12-21 08:00:00","Ⅱ",11.2,7.5,10.94,359.6,35.9,1.38,0.082,0.099,"2.17",,,"正常"
"江西省","长江流域","蛤蟆石","2020-12-21 08:00:00","Ⅲ",7.5,7.48,11.61,217.4,44.4,1.97,0.235,0.044,"1.92",0.001,1067700,"正常"
"山东省","黄河流域","泺口","2020-12-21 08:00:00",,3.2,8.39,13.83,846.6,381.7,2.8,0.075,,"3.86",,,"维护"
"山东省","淮河流域","台儿庄大桥","2020-12-21 08:00:00",,6.2,8.16,11.45,965.4,17.8,,0.085,0.045,"3.37",,,"维护"
"山东省","淮河流域","清泉寺","2020-12-21 08:00:00","Ⅲ",6.7,8.64,13.2,1053.4,5.6,5.12,0.11,,,,,"正常"
"山东省","淮河流域","重坊桥","2020-12-21 08:00:00","Ⅱ",4.2,8.4,17.39,674.2,4.1,2.98,0.182,,,,,"正常"
"山东省","淮河流域","捷庄(涝沟桥)","2020-12-21 08:00:00","Ⅲ",4.4,8.16,14.71,828,5.6,4.85,0.058,0.089,"5.95",,,"正常"
"山东省","海河流域","秤勾湾(秤钩湾)",,,,,,,,,,,,,,"停站"
"河南省","长江流域","陶岔","2020-12-21 08:00:00","Ⅰ",16.7,8.11,8.49,264.4,1.7,1.38,0.148,0.008,"1.11",0.008,378092,"正常"
"河南省","淮河流域","黄口","2020-12-21 08:00:00","Ⅲ",5.2,7.35,13.65,1528,19.5,5.83,0.042,0.049,"9.84",,,"正常"
"河南省","淮河流域","蒋集","2020-12-21 08:00:00","Ⅲ",4.8,7.27,8.46,282.5,137.4,1.15,0.518,,,,,"正常"
"河南省","淮河流域","淮滨水文站(淮滨)","2020-12-21 08:00:00","Ⅱ",7.1,7.33,11.1,310,41.2,2.89,0.46,0.088,"1.85",,,"正常"
"河南省","淮河流域","沈丘闸","2020-12-21 08:00:00","劣Ⅴ",8.4,7.71,8.65,1053.4,8.6,4.2,2.08,,,,,"正常"
"河南省","淮河流域","鹿邑付桥(鹿邑付桥闸)","2020-12-21 08:00:00","Ⅲ",8.1,8.38,9.36,1539.6,5.3,4.71,0.33,0.053,"0.64",,,"正常"
"河南省","淮河流域","新蔡班台(班台)","2020-12-21 08:00:00","Ⅲ",9.5,7.48,12.02,488.7,22.1,3.55,0.34,0.115,"4.32",,,"正常"
"河南省","黄河流域","小浪底水库(小浪底)","2020-12-21 08:00:00","Ⅱ",6.9,8.3,10.18,730,7.8,2.49,0.34,0.016,"3.37",,,"正常"
"湖北省","长江流域","宗关","2020-12-21 08:00:00","Ⅲ",9.1,7.93,11.12,384.8,16,4.05,0.063,0.084,"3.24",0.003,,"正常"
"湖北省","长江流域","坝上中(胡家岭)","2020-12-21 08:00:00","Ⅱ",14.4,7.77,8.26,262.5,3.7,2.09,0.116,0.008,"1.20",0.007,7636000,"正常"
"湖北省","长江流域","南津关","2020-12-21 08:00:00","Ⅱ",16.7,7.99,8.53,398.7,3,1.79,0.073,0.043,"1.48",0.003,,"正常"
"湖南省","长江流域","新港","2020-12-21 08:00:00","Ⅱ",11.2,7.67,7.42,286.4,29.7,2.07,0.22,0.047,"2.23",,,"正常"
"湖南省","长江流域","岳阳楼","2020-12-21 08:00:00","Ⅳ",8.3,8.05,10.78,276.1,44.3,1.87,0.018,0.09,"2.62",0.003,276,"正常"
"湖南省","长江流域","城陵矶","2020-12-21 08:00:00",,9.4,7.78,10.93,315,47.1,2.35,,0.127,"1.80",,,"维护"
"广东省","珠江流域","七星岗","2020-12-21 08:00:00","Ⅱ",16.1,7.82,10.34,277.3,10.5,3.54,0.081,0.038,"2.70",,,"正常"
"广东省","珠江流域","横栏","2020-12-21 08:00:00","Ⅰ",16.1,7.63,8.59,310,11.5,1.53,0.108,,,,,"正常"
"广西壮族自治区","珠江流域","老口","2020-12-21 08:00:00","Ⅱ",17.7,8.08,8.6,310.8,5.3,1.55,0.043,0.026,"1.22",,,"正常"
"广西壮族自治区","珠江流域","阳朔",,,,,,,,,,,,,,"停站"
"广西壮族自治区","珠江流域","界首",,,,,,,,,,,,,,"停站"
"广西壮族自治区","珠江流域","石嘴",,,,,,,,,,,,,,"停站"
"广西壮族自治区","珠江流域","平而关","2020-12-21 08:00:00","Ⅰ",16.2,8.06,9.97,256.2,17.1,0.7,0.08,,,,,"正常"
"重庆市","长江流域","朱沱","2020-12-21 08:00:00","Ⅱ",12.2,7.68,10.59,377.1,5.4,1.17,0.004,0.062,"1.54",,,"正常"
"四川省","长江流域","龙洞","2020-12-21 08:00:00","Ⅰ",15.2,8.3,8.73,847.3,7.6,0.84,0.011,0.011,"1.76",,,"正常"
"四川省","长江流域","沱江大桥(沱江二桥)","2020-12-21 08:00:00","Ⅱ",11.7,8.14,10.15,583.9,12.8,1.35,0.001,0.098,"3.09",,,"正常"
"四川省","长江流域","清风峡","2020-12-21 08:00:00","Ⅰ",5.7,8.35,12.03,421.6,96.9,0.77,0.1,,,,,"正常"
"四川省","长江流域","岷江大桥",,,,,,,,,,,,,,"停站"
"四川省","长江流域","凉姜沟","2020-12-21 08:00:00","Ⅱ",11.5,8.07,9.27,320.1,60.8,1.66,0.331,0.096,"2.31",,,"正常"
"云南省","滇池流域","西苑隧道","2020-12-21 08:00:00",,11.6,7.84,6.37,698.7,40.3,3.97,0.114,,"4.71",0.002,9170368,"维护"
"云南省","滇池流域","观音山","2020-12-21 08:00:00","劣Ⅴ",11.6,9.22,7.77,400.5,68.5,9.17,1.38,0.138,"1.66",0.002,5820024,"正常"
"云南省","西南诸河","河口县医院(河口)","2020-12-21 08:00:00","Ⅱ",19.8,7.89,8.23,265.4,38,1.72,0.058,0.082,"1.29",,,"正常"
"云南省","西南诸河","橄榄坝","2020-12-21 08:00:00","Ⅱ",18.4,7.6,9.02,496.1,8.8,0.54,0.154,,,,,"正常"
"陕西省","黄河流域","潼关吊桥","2020-12-21 08:00:00","Ⅲ",7.8,8.33,8.45,1142,232.8,3.28,0.81,0.174,"7.49",,,"正常"
"甘肃省","黄河流域","新城桥",,,,,,,,,,,,,,"停站"
"宁夏回族自治区","黄河流域","中卫下河沿(新墩)","2020-12-21 08:00:00","Ⅰ",5.3,7.55,10.63,733,26,1.11,0.01,0.003,"2.15",,,"正常"
"北京市","海河流域","沿河城",,,,,,,,,,,,,,"停站"
"北京市","海河流域","古北口",,,,,,,,,,,,,,"停站"
"天津市","海河流域","三岔口","2020-12-22 08:00:00","Ⅱ",3.4,7.86,12.47,347.8,3.9,0.91,0.17,0.006,"1.15",,,"正常"
"天津市","海河流域","果河桥","2020-12-22 08:00:00","Ⅱ",5.1,8.6,15.5,719.2,5.8,2.52,0.24,0.031,"5.98",,,"正常"
"河北省","海河流域","岗南水库","2020-12-22 08:00:00","Ⅱ",10.7,8.77,10.76,531.2,2.2,2.26,0.06,0.016,"2.54",,,"正常"
"河北省","海河流域","八号桥","2020-12-22 08:00:00","Ⅲ",1.4,8.49,12.06,1730.7,26.6,3.09,0.64,0.098,"5.94",,,"正常"
"山西省","黄河流域","河津大桥","2020-12-22 08:00:00","Ⅴ",5.3,8.21,21,1941.6,506.9,11.7,0.58,,,,,"正常"
"山西省","黄河流域","万家寨水库",,,,,,,,,,,,,,"停站"
"内蒙古自治区","黄河流域","画匠营子",,,,,,,,,,,,,,"停站"
"内蒙古自治区","黄河流域","海勃湾","2020-12-22 08:00:00","Ⅰ",4.3,8.41,9.84,849.2,25.1,1.31,0.13,,,,,"正常"
"内蒙古自治区","松花江流域","黑山头",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","大伙房水库","2020-12-22 08:00:00","Ⅱ",6.2,7.74,10.43,305.9,6,3.19,0.13,0.021,"3.16",0.001,,"正常"
"辽宁省","辽河流域","江桥",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","辽河公园",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","汤河水库",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","盘锦兴安(兴安)",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","珠尔山",,,,,,,,,,,,,,"停站"
"吉林省","松花江流域","松花江村",,,,,,,,,,,,,,"停站"
"吉林省","松花江流域","白沙滩","2020-12-22 08:00:00","Ⅲ",3.7,7.14,12.71,407,31.3,5.9,0.128,0.076,"1.92",,,"正常"
"吉林省","松花江流域","圈河",,,,,,,,,,,,,,"停站"
"黑龙江省","松花江流域","肇源",,,,,,,,,,,,,,"停站"
"黑龙江省","松花江流域","乌苏镇",,,,,,,,,,,,,,"停站"
"黑龙江省","松花江流域","同江","2020-12-22 08:00:00","Ⅲ",3,7.44,12.25,337.9,23.4,5.28,0.248,0.062,"3.23",,,"正常"
"黑龙江省","松花江流域","黑河下(黑河)",,,,,,,,,,,,,,"停站"
"上海市","长江流域","急水港桥",,,,,,,,,,,,,,"停站"
"江苏省","长江流域","林山",,,,,,,,,,,,,,"停站"
"江苏省","太湖流域","沙渚","2020-12-22 08:00:00","Ⅱ",13.1,8.07,10.94,396.5,4,2.94,0.18,0.038,"1.35",0.005,,"正常"
"江苏省","淮河流域","小红圈","2020-12-22 08:00:00","Ⅱ",4.5,8.36,22.54,590.3,3.2,2.36,0.067,,,,,"正常"
"江苏省","淮河流域","李集桥","2020-12-22 08:00:00","Ⅲ",4.8,8.07,11.12,1138.8,15.9,4.41,0.107,0.038,"1.60",,,"正常"
"江苏省","淮河流域","艾山西大桥","2020-12-22 08:00:00","Ⅱ",2.6,8.97,17.6,713.9,4.6,3.93,0.09,0.031,"9.66",,,"正常"
"江苏省","太湖流域","兰山嘴(老)","2020-12-22 08:00:00","Ⅱ",6.9,8.21,12.63,348.7,30,3.09,0.44,0.08,"2.72",0.019,,"正常"
"江苏省","太湖流域","西山","2020-12-22 08:00:00","Ⅲ",7,8.17,12.82,144,56.7,1.78,0.12,0.039,"0.44",0.01,,"正常"
"江苏省","淮河流域","大兴桥","2020-12-22 08:00:00","Ⅲ",4.4,7.25,12.63,849.8,66.1,5.14,0.242,,,,,"正常"
"江苏省","淮河流域","淮河大桥","2020-12-22 08:00:00","Ⅱ",7.2,7.97,10.23,526.2,22,3.98,0.18,0.066,"2.10",,,"正常"
"江苏省","长江流域","三江营","2020-12-22 08:00:00","Ⅱ",10.2,7.9,9.03,348.4,46,1.76,0.032,0.088,"1.98",,,"正常"
"江苏省","淮河流域","大屈","2020-12-22 08:00:00","Ⅲ",7.6,7.64,13.53,1028.8,24.5,5.26,0.06,0.052,"3.28",,,"正常"
"浙江省","浙闽片河流","街口(鸠坑口)","2020-12-22 08:00:00",,14.6,7.14,7.65,169.5,10.7,1.61,,0.018,"1.30",,,"维护"
"浙江省","太湖流域","斜路港","2020-12-22 04:00:00","劣Ⅴ",7.7,7.91,7.4,644,38,8.54,0.639,1,"4.19",,,"正常"
"浙江省","太湖流域","王江泾","2020-12-22 08:00:00",,8.6,7.05,9.48,616.1,76.2,6,0.768,0.097,"2.28",,,"维护"
"浙江省","太湖流域","新港口(新塘港)","2020-12-22 04:00:00","Ⅲ",6.4,8.96,11.67,437.7,245.3,4.73,0.085,0.145,"2.66",0.08,,"正常"
"安徽省","巢湖流域","湖滨(老)","2020-12-22 08:00:00","Ⅳ",7.7,6.84,11.59,281.3,94.5,4.37,0.45,0.088,"2.52",0.034,,"正常"
"安徽省","巢湖流域","裕溪口(老)","2020-12-22 08:00:00","Ⅳ",8.9,7.59,10.05,243.7,81.6,2.11,0.1,0.084,"2.96",0.009,,"正常"
"安徽省","淮河流域","蚌埠闸上(蚌埠闸)","2020-12-22 08:00:00","Ⅱ",9.1,8.07,12.05,550.6,44.7,3.91,0.155,0.071,"1.77",,,"正常"
"安徽省","淮河流域","石头埠(老)","2020-12-22 08:00:00","Ⅱ",6.9,7.46,6.26,242.9,28.5,3.3,0.4,,,,,"正常"
"安徽省","淮河流域","小王桥","2020-12-22 08:00:00","Ⅳ",4.9,8.3,11.18,1870.9,27.4,6.26,0.053,0.088,,,,"维护"
"安徽省","长江流域","皖河口","2020-12-22 08:00:00","Ⅴ",11,7.54,8.94,316.7,25.6,13.92,0.089,0.068,"2.46",,,"正常"
"安徽省","淮河流域","小柳巷","2020-12-22 08:00:00","Ⅲ",8.6,7.35,9.98,508.2,91.6,1.35,0.064,0.131,"1.85",,,"正常"
"安徽省","淮河流域","张大桥",,,,,,,,,,,,,,"停站"
"安徽省","淮河流域","王家坝","2020-12-22 08:00:00","Ⅲ",5.5,7.58,9.64,412.8,13,4.23,0.647,0.093,"2.49",,,"正常"
"安徽省","淮河流域","界首七渡口(七渡口)","2020-12-22 08:00:00","Ⅲ",7.6,6.99,9.25,897.3,6.9,3.66,0.59,0.096,"6.27",,,"正常"
"安徽省","淮河流域","许庄(徐庄)",,,,,,,,,,,,,,"维护"
"安徽省","淮河流域","杨庄","2020-12-22 08:00:00","Ⅲ",7.1,7.92,10.69,995.6,91.1,3.99,0.864,,,,,"正常"
"安徽省","淮河流域","泗县公路桥","2020-12-22 08:00:00","Ⅲ",5.5,8.24,11.74,967.5,24.2,5.04,0.069,,,,,"正常"
"安徽省","淮河流域","颜集",,,,,,,,,,,,,,"维护"
"福建省","浙闽片河流","白岩潭","2020-12-22 08:00:00","Ⅱ",16.9,7,7.16,2761.1,255.1,2.88,0.204,,,,,"正常"
"江西省","长江流域","滁槎","2020-12-22 08:00:00","Ⅲ",8.2,7.82,9.9,185.5,128,1.68,0.31,0.109,"1.00",,,"正常"
"江西省","长江流域","姚港(河西水厂)","2020-12-22 08:00:00","Ⅱ",10.9,7.56,11.13,363.7,37,1.53,0.087,0.098,"2.16",,,"正常"
"江西省","长江流域","蛤蟆石","2020-12-22 08:00:00","Ⅲ",7.6,7.46,11.55,215.4,40.4,3.12,0.226,0.043,"1.94",0.002,1078919,"正常"
"山东省","黄河流域","泺口","2020-12-22 08:00:00",,3.6,8.39,13.77,846.5,372.7,3.14,0.041,,"3.75",,,"维护"
"山东省","淮河流域","台儿庄大桥","2020-12-22 08:00:00","Ⅱ",6.4,8.17,11.14,974.3,20.2,2.8,0.088,0.049,"3.49",,,"正常"
"山东省","淮河流域","清泉寺","2020-12-22 08:00:00","Ⅲ",6.7,8.7,13.02,1053.6,5.9,5.24,0.12,,,,,"正常"
"山东省","淮河流域","重坊桥","2020-12-22 08:00:00","Ⅱ",3.8,8.3,17.12,666.1,5.5,3.31,0.182,,,,,"正常"
"山东省","淮河流域","捷庄(涝沟桥)","2020-12-22 08:00:00","Ⅲ",4.4,8.15,15.06,832.9,6.4,4.78,0.039,0.085,"5.93",,,"正常"
"山东省","海河流域","秤勾湾(秤钩湾)",,,,,,,,,,,,,,"停站"
"河南省","长江流域","陶岔","2020-12-22 08:00:00","Ⅰ",16.6,7.85,8.63,278.5,1.4,1.36,0.009,0.007,"1.12",0.004,260549,"正常"
"河南省","淮河流域","黄口","2020-12-22 08:00:00","Ⅱ",5.3,7.3,13.33,1515,25.4,3.28,0.074,0.052,"7.22",,,"正常"
"河南省","淮河流域","蒋集","2020-12-22 08:00:00","Ⅱ",4.8,7.21,8.46,274.4,195.8,3.15,0.483,,,,,"正常"
"河南省","淮河流域","淮滨水文站(淮滨)","2020-12-22 08:00:00","Ⅱ",7.1,7.33,11.14,309,47.7,2.9,0.274,0.082,"1.83",,,"正常"
"河南省","淮河流域","沈丘闸","2020-12-22 08:00:00","Ⅲ",8.2,7.72,8.23,1057.5,7.9,5.04,0.79,,,,,"正常"
"河南省","淮河流域","鹿邑付桥(鹿邑付桥闸)","2020-12-22 08:00:00","Ⅲ",8.1,8.41,9,1536.2,5.6,4.68,0.4,0.051,"0.76",,,"正常"
"河南省","淮河流域","新蔡班台(班台)","2020-12-22 08:00:00","Ⅲ",7.8,7.86,12.44,541.9,17.3,4.3,0.41,0.11,"4.80",,,"正常"
"河南省","黄河流域","小浪底水库(小浪底)","2020-12-22 08:00:00",,7.7,8.3,10.99,735.9,6.8,0.46,0.67,,,,,"维护"
"湖北省","长江流域","宗关","2020-12-22 08:00:00","Ⅱ",9.1,7.91,11.13,383.5,15.2,2.23,0.076,0.087,"3.23",0.003,,"正常"
"湖北省","长江流域","坝上中(胡家岭)","2020-12-22 08:00:00","Ⅱ",14.2,7.76,8.25,263.1,3.2,2.07,0.108,0.018,"1.25",0.007,7354000,"正常"
"湖北省","长江流域","南津关","2020-12-22 08:00:00","Ⅱ",16.8,8,8.57,399.7,3,1.44,0.117,0.043,"1.46",0.004,,"正常"
"湖南省","长江流域","新港","2020-12-22 08:00:00","Ⅱ",11.1,7.7,9.59,282.7,29.9,1.95,0.16,0.046,"2.01",,,"正常"
"湖南省","长江流域","岳阳楼","2020-12-22 08:00:00","Ⅳ",8.4,8.04,10.68,272.4,40.6,2.02,0.016,0.098,"2.67",0.003,318,"正常"
"湖南省","长江流域","城陵矶","2020-12-22 08:00:00","Ⅲ",9.8,7.79,10.87,314.6,44,2.41,0.005,0.135,"1.82",,,"正常"
"广东省","珠江流域","七星岗","2020-12-22 08:00:00","Ⅱ",15.8,7.85,10.56,275.7,14.5,3.49,0.117,0.04,"2.58",,,"正常"
"广东省","珠江流域","横栏","2020-12-22 08:00:00","Ⅰ",16.6,7.65,8.7,315,11.6,1.63,0.105,,,,,"正常"
"广西壮族自治区","珠江流域","老口",,,,,,,,,,,,,,"维护"
"广西壮族自治区","珠江流域","阳朔",,,,,,,,,,,,,,"停站"
"广西壮族自治区","珠江流域","界首",,,,,,,,,,,,,,"停站"
"广西壮族自治区","珠江流域","石嘴",,,,,,,,,,,,,,"停站"
"广西壮族自治区","珠江流域","平而关","2020-12-22 08:00:00","Ⅰ",16.6,8.06,10.03,260.3,18,0.73,0.08,,,,,"正常"
"重庆市","长江流域","朱沱","2020-12-22 08:00:00","Ⅱ",11.8,7.66,10.4,385.7,10.6,1.02,0.006,0.071,"1.56",,,"正常"
"四川省","长江流域","龙洞","2020-12-22 08:00:00","Ⅰ",15.1,8.31,8.76,849.5,6.8,0.91,0.002,0.01,"1.70",,,"正常"
"四川省","长江流域","沱江大桥(沱江二桥)","2020-12-22 08:00:00","Ⅱ",11.7,8.15,10.19,588.4,10.8,1.55,0.007,0.098,"3.35",,,"正常"
"四川省","长江流域","清风峡","2020-12-22 08:00:00","Ⅰ",5.8,8.33,12.19,387.4,102.1,0.58,0.107,,,,,"正常"
"四川省","长江流域","岷江大桥",,,,,,,,,,,,,,"停站"
"四川省","长江流域","凉姜沟","2020-12-22 08:00:00","Ⅱ",11.8,8.09,9.33,302.4,40.6,1.57,0.22,0.091,"2.00",,,"正常"
"云南省","滇池流域","西苑隧道","2020-12-22 08:00:00","Ⅲ",11.3,7.9,6.74,687.9,29.7,3.93,0.127,0.029,"4.73",0.003,9543927,"正常"
"云南省","滇池流域","观音山","2020-12-22 08:00:00","劣Ⅴ",11.3,9.25,8.18,414.2,58.3,9,1.91,0.123,"1.49",0.002,4984802,"正常"
"云南省","西南诸河","河口县医院(河口)","2020-12-22 08:00:00","Ⅱ",19.5,7.86,8.1,266.6,37.3,1.69,0.053,0.081,"1.33",,,"正常"
"云南省","西南诸河","橄榄坝","2020-12-22 08:00:00","Ⅱ",18.2,7.64,8.82,545.3,8.2,0.48,0.156,,,,,"正常"
"陕西省","黄河流域","潼关吊桥","2020-12-22 08:00:00","Ⅲ",7.1,8.37,8.5,1117,205,3.27,0.51,0.153,"7.77",,,"正常"
"甘肃省","黄河流域","新城桥",,,,,,,,,,,,,,"停站"
"宁夏回族自治区","黄河流域","中卫下河沿(新墩)","2020-12-22 08:00:00","Ⅰ",5.2,7.54,11.12,746.5,35.2,1.36,0.03,0.015,"2.19",,,"正常"
"北京市","海河流域","沿河城",,,,,,,,,,,,,,"停站"
"北京市","海河流域","古北口",,,,,,,,,,,,,,"停站"
"天津市","海河流域","三岔口","2020-12-23 08:00:00","Ⅱ",3.5,7.88,12.45,353.9,4.1,0.99,0.16,0.005,"1.19",,,"正常"
"天津市","海河流域","果河桥","2020-12-23 08:00:00","Ⅱ",5.2,8.69,16.08,701.8,6.7,2.66,0.24,0.033,"5.56",,,"正常"
"河北省","海河流域","岗南水库","2020-12-23 08:00:00","Ⅱ",10.8,8.68,10.75,561.1,2.2,2.32,0.04,0.017,"2.66",,,"正常"
"河北省","海河流域","八号桥","2020-12-23 08:00:00","Ⅲ",1.3,8.49,12.05,1703.6,25.2,3.2,0.58,0.098,"5.64",,,"正常"
"山西省","黄河流域","河津大桥","2020-12-23 08:00:00","Ⅳ",5.5,8.25,21,1930.4,74.4,5.45,1.06,,,,,"正常"
"山西省","黄河流域","万家寨水库",,,,,,,,,,,,,,"停站"
"内蒙古自治区","黄河流域","画匠营子",,,,,,,,,,,,,,"停站"
"内蒙古自治区","黄河流域","海勃湾","2020-12-23 08:00:00","Ⅰ",4.3,8.45,9.92,841.1,26.2,1.2,0.12,,,,,"正常"
"内蒙古自治区","松花江流域","黑山头",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","大伙房水库","2020-12-23 08:00:00","Ⅱ",5.5,7.77,10.55,295.7,10.2,3.39,0.15,0.021,"3.18",0.001,,"正常"
"辽宁省","辽河流域","江桥",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","辽河公园",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","汤河水库",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","盘锦兴安(兴安)",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","珠尔山",,,,,,,,,,,,,,"停站"
"吉林省","松花江流域","松花江村",,,,,,,,,,,,,,"停站"
"吉林省","松花江流域","白沙滩","2020-12-23 08:00:00","Ⅲ",3.7,7.13,12.68,407.4,31.9,5.9,0.218,0.077,"1.80",,,"正常"
"吉林省","松花江流域","圈河",,,,,,,,,,,,,,"停站"
"黑龙江省","松花江流域","肇源",,,,,,,,,,,,,,"停站"
"黑龙江省","松花江流域","乌苏镇",,,,,,,,,,,,,,"停站"
"黑龙江省","松花江流域","同江","2020-12-23 08:00:00","Ⅲ",2.7,7.5,12.19,347.7,23.5,5.28,0.256,0.062,"3.32",,,"正常"
"黑龙江省","松花江流域","黑河下(黑河)",,,,,,,,,,,,,,"停站"
"上海市","长江流域","急水港桥",,,,,,,,,,,,,,"停站"
"江苏省","长江流域","林山",,,,,,,,,,,,,,"停站"
"江苏省","太湖流域","沙渚","2020-12-23 08:00:00","Ⅱ",14.9,8.1,10.99,390,14.5,3.1,0.16,0.03,"1.10",0.008,,"正常"
"江苏省","淮河流域","小红圈","2020-12-23 08:00:00","Ⅱ",4.8,8.34,22.15,590.1,3.8,2.36,0.071,,,,,"正常"
"江苏省","淮河流域","李集桥","2020-12-23 08:00:00","Ⅲ",5.1,8.08,11.31,1137.2,14.3,4.57,0.1,0.036,"1.69",,,"正常"
"江苏省","淮河流域","艾山西大桥","2020-12-23 08:00:00","Ⅱ",3.1,8.89,17.23,750.9,4.6,3.74,0.1,0.034,"10.30",,,"正常"
"江苏省","太湖流域","兰山嘴(老)","2020-12-23 08:00:00","Ⅲ",15.1,8.72,11.04,309.8,56.2,4.38,0.56,0.133,"3.77",0.021,,"正常"
"江苏省","太湖流域","西山","2020-12-23 08:00:00","Ⅲ",7.6,8.1,12.84,433.2,43.5,1.76,0.12,0.045,"0.36",0.01,,"正常"
"江苏省","淮河流域","大兴桥","2020-12-23 08:00:00","Ⅲ",4.6,7.21,12.46,885.8,90.5,5.32,0.236,,,,,"正常"
"江苏省","淮河流域","淮河大桥","2020-12-23 08:00:00","Ⅲ",7.3,7.98,10.44,537.8,20,4.12,0.19,0.064,"2.09",,,"正常"
"江苏省","长江流域","三江营","2020-12-23 08:00:00","Ⅱ",10.2,7.91,9.03,347.8,49.5,1.76,0.035,0.084,"2.00",,,"正常"
"江苏省","淮河流域","大屈","2020-12-23 08:00:00","Ⅲ",7.6,7.67,13.87,1024,44,5.56,0.09,0.052,"3.46",,,"正常"
"浙江省","浙闽片河流","街口(鸠坑口)","2020-12-23 08:00:00",,14.6,7.13,7.63,169.4,10.3,0.94,,0.018,"1.42",,,"维护"
"浙江省","太湖流域","斜路港","2020-12-23 04:00:00","劣Ⅴ",11.5,7.67,4.58,649,24.1,6.84,0.001,0.779,"4.00",,,"正常"
"浙江省","太湖流域","王江泾","2020-12-23 08:00:00","Ⅲ",8.7,7.08,8.42,643.4,81.9,5.18,0.777,0.06,"2.22",,,"正常"
